Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 1235, Sentence: The woman lavished her friend with flattery. She was irritated with her friend's whining. it wanted to ask her friend for a favor., Option1: she, Option2: she, Answer: she
Id: 1236, Sentence: The woman yelled at her friend. She wanted to ask her friend for it. She was irritated with her friend's whining., Option1: a favor, Option2: a favor, Answer: a favor
Id: 1237, Sentence: The woman yelled at her friend. She wanted to ask her friend for a favor. She was irritated with it., Option1: her friend's whining, Option2: her friend's whining, Answer: her friend's whining
Id: 1238, Sentence: The pants had no defects. it were new. The pocket had a hole., Option1: the pants, Option2: the pants, Answer: the pants
Id: 1239, Sentence: The man fainted. He ran a marathon. He took it., Option1: a nap, Option2: a nap, Answer: a nap
Id: 1240, Sentence: The man felt refreshed. He ran a marathon. He took it., Option1: a nap, Option2: a nap, Answer: a nap
Id: 1241, Sentence: The man lost the competition. it was sabotaged. He intimidated his competitors., Option1: the competition, Option2: the competition, Answer: the competition
Id: 1242, Sentence: The man won the competition. it was sabotaged. He intimidated his competitors., Option1: the competition, Option2: the competition, Answer: the competition
Id: 1243, Sentence: The mother called an ambulance. Her son lost his cat. it fell out of his bed., Option1: her son, Option2: her son, Answer: her son
Id: 1244, Sentence: The mother called all neighbors. Her son fell out of his bed. it lost his cat., Option1: her son, Option2: her son, Answer: her son
Id: 1245, Sentence: The lock opened. I turned the key in it. I made a duplicate of the key., Option1: the lock, Option2: the lock, Answer: the lock
Id: 1246, Sentence: The lock opened. I turned the key in the lock. it made a duplitcate of the key., Option1: i, Option2: i, Answer: i
Id: 1247, Sentence: I was less worried about losing the key. I turned the key in it. I made a duplicate of the key., Option1: the lock, Option2: the lock, Answer: the lock
Id: 1248, Sentence: I was less worried about losing the key. I turned the key in the lock. I made a duplicate of it., Option1: the key, Option2: the key, Answer: the key
Id: 1249, Sentence: I was less worried about losing the key. I turned the key in the lock. it made a duplitcate of the key., Option1: i, Option2: i, Answer: i
Id: 1250, Sentence: I put rubber gloves on. it was preparitng to clean the bathroom. I was preparing to wash my hands., Option1: i, Option2: i, Answer: i
Id: 1251, Sentence: I put rubber gloves on. I was preparing to clean the bathroom. I was preparing to wash it., Option1: my hands, Option2: my hands, Answer: my hands
Id: 1252, Sentence: I put rubber gloves on. I was preparing to clean the bathroom. I was preparing to wash it., Option1: my hands, Option2: my hands, Answer: my hands
Id: 1253, Sentence: I took off the rubber gloves. it was preparitng to clean the bathroom. I was preparing to wash my hands., Option1: i, Option2: i, Answer: i
Id: 1254, Sentence: I took off the rubber gloves. I was preparing to clean the bathroom. it was preparitng to wash my hands., Option1: i, Option2: i, Answer: i
Id: 1255, Sentence: I took off the rubber gloves. I was preparing to clean the bathroom. it was preparitng to wash my hands., Option1: i, Option2: i, Answer: i
Id: 1256, Sentence: The man perceived that the woman looked different. it got her hair cut. The woman wore a bracelet., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1257, Sentence: The man perceived that the woman looked different. The woman got her hair cut. it wore a bracelet., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1258, Sentence: The man perceived that the woman looked different. The woman got her hair cut. it wore a bracelet., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1259, Sentence: The man noticed that the woman likes jewelry. The woman got it cut. The woman wore a bracelet., Option1: her hair, Option2: her hair, Answer: her hair
Id: 1260, Sentence: The man noticed that the woman likes jewelry. The woman got her hair cut. it wore a bracelet., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1261, Sentence: The man noticed that the woman likes jewelry. The woman got her hair cut. The woman wore it., Option1: a bracelet, Option2: a bracelet, Answer: a bracelet
Id: 1262, Sentence: The student forgot to do her assignment. She made up an excuse to tell the teacher. The teacher promoted her to it., Option1: the next grade, Option2: the next grade, Answer: the next grade
Id: 1263, Sentence: The student got full points on all exams. She made up an excuse to tell the teacher. it promoted her to the next grade., Option1: the teacher, Option2: the teacher, Answer: the teacher
Id: 1264, Sentence: Plans were announced to replace a local park with a shopping mall. Environmentalists started a petition. it produced a documentary., Option1: environmentalists, Option2: environmentalists, Answer: environmentalists
Id: 1265, Sentence: An old coal mine was turned into a beautiful park. Environmentalists started a petition. it produced a documentary., Option1: environmentalists, Option2: environmentalists, Answer: environmentalists
Id: 1266, Sentence: The couple was happy to see each other. They rested. it kissed., Option1: they, Option2: they, Answer: they
Id: 1267, Sentence: The couple was very tired. They rested. it kissed., Option1: they, Option2: they, Answer: they
Id: 1268, Sentence: The woman asked the man to leave. He insulted her. it thanked itr., Option1: he, Option2: he, Answer: he
Id: 1269, Sentence: The woman made the man a compliment. He thanked her. He insulted it., Option1: her, Option2: her, Answer: her
Id: 1270, Sentence: The teacher assigned homework to the students. The students passed it. The students groaned., Option1: notes, Option2: notes, Answer: notes
Id: 1271, Sentence: The teacher assigned homework to the students. The students passed notes. it groaned., Option1: the students, Option2: the students, Answer: the students
Id: 1272, Sentence: The teacher assigned homework to the students. The students passed notes. it groaned., Option1: the students, Option2: the students, Answer: the students
Id: 1273, Sentence: The teacher turned his back to the class. The students passed notes. it groaned., Option1: the students, Option2: the students, Answer: the students
Id: 1274, Sentence: The politician was convicted of fraud. He campaigned for re-election. it was removed from office., Option1: he, Option2: he, Answer: he
Id: 1275, Sentence: The politician was very popular. He was removed from office. He campaigned for it., Option1: re-election, Option2: re-election, Answer: re-election
Id: 1276, Sentence: I pushed the wagon. The wagon wheels spun forward. The objects in it fell out., Option1: the wagon, Option2: the wagon, Answer: the wagon
Id: 1277, Sentence: I opened the door of the wagon. it in the wagon fell out. The wagon wheels spun forward., Option1: the objects, Option2: the objects, Answer: the objects
Id: 1278, Sentence: The lobbyist persuaded the legislature to support the bill. The president vetoed it. The legislature passed the bill., Option1: the bill, Option2: the bill, Answer: the bill
Id: 1279, Sentence: The lobbyist persuaded the legislature to support the bill. The president vetoed the bill. The legislature passed it., Option1: the bill, Option2: the bill, Answer: the bill
Id: 1280, Sentence: The lobbyist persuaded the legislature to support the bill. The president vetoed the bill. it passed the bill., Option1: the legislature, Option2: the legislature, Answer: the legislature
Id: 1281, Sentence: The lobbyist persuaded the president that the bill was bad for business. The president vetoed it. The legislature passed the bill., Option1: the bill, Option2: the bill, Answer: the bill
Id: 1282, Sentence: The lobbyist persuaded the president that the bill was bad for business. The president vetoed the bill. The legislature passed it., Option1: the bill, Option2: the bill, Answer: the bill
Id: 1283, Sentence: The lobbyist persuaded the president that the bill was bad for business. The president vetoed the bill. it passed the bill., Option1: the legislature, Option2: the legislature, Answer: the legislature
Id: 1284, Sentence: My closet was messy. I decorated it. it organitzed itt., Option1: i, Option2: i, Answer: i
Id: 1285, Sentence: My room looked boring. I decorated it. it organitzed itt., Option1: i, Option2: i, Answer: i
Id: 1286, Sentence: I stayed up late. I was tired in it. I had vivid dreams that night., Option1: the morning, Option2: the morning, Answer: the morning
Id: 1287, Sentence: I stayed up late. I was tired in the morning. I had it that night., Option1: vivid dreams, Option2: vivid dreams, Answer: vivid dreams
Id: 1288, Sentence: I stayed up late. I was tired in the morning. I had it that night., Option1: vivid dreams, Option2: vivid dreams, Answer: vivid dreams
Id: 1289, Sentence: I saw a scary movie. I was tired in it. I had vivid dreams that night., Option1: the morning, Option2: the morning, Answer: the morning
